Sr. No.,Bank Code,Bank Name,MICR,IFSC,IIN,ACH CR,ACH DR,APBS,DSA,Bank Type
865,RJJX,THE RAJAJINAGAR COOPERATIVE BANK LTD,NA,HDFC0CRCBLB,608131,Yes,,Yes,YES BANK,Indirect
866,RJNX,RAJPIPLA NAGARIK SAHAKARI BANK LTD,NA,GSCB0URNSBL,990220,Yes,,Yes,THE GUJARAT STATE CO OP BANK LTD,Indirect
867,RJTX,SHRI RAJKOT DISTRICT CO OP BANK LTD,360474002,GSCB0RJT001,508672,Yes,Yes,Yes,THE GUJARAT STATE CO OP BANK LTD,Indirect
868,RLUX,RANILAXMIBAI URBAN CO-OPERATIVE BANK LTD,284826002,HDFC0CRLUCB,990092,Yes,Yes,Yes,HDFC BANK LTD,Indirect
869,RNBX,THE RANUJ NAGRIK SAHAKARI BANK LTD,384806501,HDFC0CRANUJ,607585,Yes,,Yes,HDFC BANK LTD,Indirect
870,RNDX,RATNAGIRI DISTRICT CENTRAL CO-OPERATIVE BANK LTD,415803051,IBKL0574RDC,607794,Yes,,Yes,IDBI BANK,Indirect
871,RNGX,RANGA REDDY COOP URBAN BANK LTD,500025251,KKBK0RRUB01,NA,Yes,Yes,Yes,KOTAK MAHINDRA BANK LTD,Indirect
872,RNSB,RAJKOT NAGARIK SAHAKARI BANK LTD.,360217002,RNSB0000001,607354,Yes,Yes,Yes,RAJKOT NAGARIK SAHAKARI BANK LTD.,Direct
873,RNSX,RAJDHANI NAGAR SAHKARI BANK LTD,226424002,ICIC00RNSBL,990072,Yes,Yes,Yes,ICICI BANK LTD,Indirect
874,ROCX,ROHIKA CENTRAL COOPERATIVE BANK LTD MADHUBANI,847259002,IBKL01066RC,508813,Yes,,Yes,IDBI BANK,Indirect
875,ROHX,THE ROHTAK CENTRAL CO-OPERATIVE BANK LTD,124822007,UTIB0RCCB01,607807,Yes,,Yes,AXIS BANK,Indirect
876,RPUX,RAJAPUR URBAN COOPERATIVE BANK LTD,415229502,ICIC00RUCBL,607804,Yes,,Yes,ICICI BANK LTD,Indirect
877,RRSX,RAMRAJYA SAHAKARI BANK LTD,411532251,YESB0RSBL01,607704,Yes,Yes,Yes,YES BANK,Indirect
878,RSCB,THE RAJASTHAN STATE CO-OPERATIVE BANK LTD,302190001,RSCB0000001,607266,Yes,Yes,Yes,THE RAJASTHAN STATE CO-OPERATIVE BANK LTD,Direct
879,RSSX,RAJARSHI SHAHU SAHAKARI BANK LTD,411353002,HDFC0CRSSBL,508557,Yes,Yes,Yes,HDFC BANK LTD,Indirect
880,RSUX,THE RADHASOAMI URBAN COOPERATIVE BANK LTD,282024102,IBKL0080RUC,NA,Yes,,Yes,IDBI BANK,Indirect
881,RSVX,RAJARSHI SHAHU GOVT SERVANTS COOPERATIVE BANK KOLH,416906002,IBKL0464GSB,607355,Yes,Yes,Yes,IDBI BANK,Indirect
882,RUCX,THE RAJASTHAN URBAN COOP BANK LTD,302191002,UTIB0SRUCB1,607932,Yes,Yes,Yes,AXIS BANK,Indirect
883,RUKX,SHRI RUKMINI SAHAKARI BANK LTD,411881004,KKBK0SRSB01,NA,Yes,,Yes,KOTAK MAHINDRA BANK LTD,Indirect
884,RUMX,THE RAIPUR URBAN MERCANTILE CO OP BANK LTD,492494002,HDFC0CTRUMC,607548,Yes,Yes,Yes,HDFC BANK LTD,Indirect
885,RZSX,RAMPUR ZILA SAHKARI BANK LTD,244803102,ICIC00RAMPR,607306,Yes,Yes,Yes,ICICI BANK LTD,Indirect
886,SABX,SARASWATI SAHAKARI BANK LTD,422259255,KKBK0SSBL02,990182,Yes,Yes,Yes,IDBI BANK,Indirect
887,SACB,SHRI ARIHANT CO-OPERATIVE BANK LTD,400800002,ICIC00ARIHT,607296,Yes,Yes,Yes,ICICI BANK LTD,Indirect
888,SACX,THE SARVODAYA COOP BANK LTD MUMBAI,400068322,HDFC0CSCBL1,990132,Yes,Yes,Yes,HDFC BANK LTD,Indirect
889,SADX,THE SABARKANTHA DISTRICT CENTRAL COOP BANK LTD,383802001,GSCB0SKB001,607836,Yes,Yes,Yes,THE GUJARAT STATE CO OP BANK LTD,Indirect
890,SAGX,SAURASHTRA GRAMIN BANK,360662002,SBIN0RRSRGB,607200,Yes,Yes,Yes,STATE BANK OF INDIA,Indirect
891,SAHX,SADHANA SAHAKARI BANK LTD PUNE,411174310,HDFC0CSBL02,990174,Yes,Yes,Yes,HDFC BANK LTD,Indirect
892,SAIX,SANMITRA SAHAKARI BANK LTD,NA,HDFC0CSSB01,508897,Yes,,Yes,HDFC BANK LTD,Indirect
893,SAMX,SAMATA SAHAKARI BANK LTD,400068256,SRCB0SAM001,607881,Yes,Yes,Yes,SARASWAT BANK,Indirect
894,SANX,SAIBABA NAGARI SAHAKARI BANK MARYADIT,431822501,UTIB0SSNS01,990282,Yes,,Yes,AXIS BANK,Indirect
895,SAOX,THE SHIMOGA ARECANUT MANDY MERCHANTS CO OP BANK LT,577802202,UTIB0SAMMCB,NA,Yes,,,AXIS BANK,Indirect
896,SAPX,"SHRIMANT MALOJIRAJE SAHAKARI BANK LTD,PHALTAN",411164298,ICIC00SMSBL,508591,Yes,Yes,Yes,YES BANK,Indirect
897,SARX,SARDARGANJ MERCANTILE CO OPERATIVE BANK LTD,388802001,UTIB0SSMC01,990026,Yes,Yes,Yes,AXIS BANK,Indirect
898,SASA,THE SAHYADRI SAHAKARI BANK LTD,400087001,SVCB0013002,607709,Yes,Yes,Yes,SVC CO OP BANK LTD,Indirect
899,SASX,THE S.A.S NAGAR CENTRAL COOPERATIVE BANK LTD.,140836002,UTIB0SAS001,607561,Yes,Yes,Yes,AXIS BANK,Indirect
900,SATX,ADV.SHAMRAOJI SHINDE SATYASHODHAK BANK LTD,416259263,YESB0SATYA0,990094,Yes,Yes,Yes,YES BANK,Indirect
901,SAUX,THE SAIDAPET CO-OP URBAN BANK LTD,600092256,NA,NA,Yes,Yes,Yes,TAMILNADU STATE APEX CO OP BANK LTD,Indirect
902,SAVX,SARDAR VALLABHBHAI SAHAKARI BANK LTD,380256002,HDFC0CSVSBL,NA,Yes,Yes,Yes,HDFC BANK LTD,Indirect
903,SAWX,SAWAI MADHOPUR KENDRIYA SAHAKARI BANK LTD,322819000,RSCB0030099,508768,Yes,,Yes,THE RAJASTHAN STATE CO OP BANK LTD,Indirect
904,SBCR,"SHREE BASAVESHWAR URBAN COOP BANK LTD, RANEBENNUR",581821102,UTIB0SBUBRN,NA,Yes,,Yes,AXIS BANK,Indirect
905,SBCX,THE SULTAN'S BATTERY CO-OPERATIVE URBAN BANK LTD,673843801,ICIC00SBCUB,607720,Yes,Yes,Yes,ICICI BANK LTD,Indirect
906,SBIN,STATE BANK OF INDIA,400002000,SBIN0004343,508548,Yes,Yes,Yes,STATE BANK OF INDIA,Direct
907,SBKX,SRI CHANNABASAVASWAMY SOUHARDHA PATTANA SAHAK BANK,583808302,HDFC0CCBSBK,NA,Yes,,Yes,HDFC BANK LTD,Indirect
908,SBLD,SONALI BANK LIMITED,700099000,HDFC0CSBLIN,NA,Yes,Yes,Yes,HDFC BANK LTD,Indirect
909,SBLX,SHUBHALAKSHMI MAHILA CO OP BANK LTD,452285002,YESB0SLMCB2,NA,Yes,Yes,Yes,YES BANK,Indirect
910,SBMX,SRI BANASHANKARI MAHILA COOPERATIVE BANK LTD,560234253,INDB0SBMC01,990246,Yes,Yes,Yes,INDUSIND BANK,Indirect
911,SBNX,SHREE BHAVNAGAR NAGRIK SAHAKARI BANK LTD,364615002,GSCB0USBNBL,990048,Yes,Yes,Yes,THE GUJARAT STATE CO OP BANK LTD,Indirect
912,SBPS,SRI BASAVESHWAR PATTANA SAHAKARI BANK NIYAMT SINDG,586824002,UTIB0SBPSBN,NA,Yes,,Yes,AXIS BANK,Indirect
913,SBPX,SARDAR BHILADWALA PARDI PEOPLE'S COOP BANK LTD,396804000,UTIB0SBPP02,607584,Yes,Yes,Yes,AXIS BANK,Indirect
914,SBUJ,SHRI BHARAT URBAN CO OP BANK LTD JAYSINGPUR,416240155,HDFC0CBHRAT,608444,Yes,Yes,Yes,HDFC BANK LTD,Indirect
915,SBUX,SHREE BALAJI URBAN CO OPERATIVE BANK LTD,485803001,ICIC00SBUCB,990075,Yes,Yes,Yes,ICICI BANK LTD,Indirect
916,SCBL,STANDARD CHARTERED BANK,400036001,SCBL0036001,607394,Yes,Yes,Yes,STANDARD CHARTERED BANK,Direct
917,SCBX,THE SIROHI CENTRAL COOPERATIVE BANK LTD,307813000,RSCB0032099,508763,Yes,Yes,Yes,THE RAJASTHAN STATE CO OP BANK LTD,Indirect
918,SCCX,THE SALEM DISTRICT CENTRAL CO-OPERATIVE BANK LTD,636624002,TNSC0011100,508648,Yes,Yes,Yes,TAMILNADU STATE APEX CO OP BANK LTD,Indirect
919,SCDX,THE SOUTH CANARA DISTRICT CENTRAL CO-OP BANK LTD,574298000,IBKL078SCDC,607312,Yes,,Yes,IDBI BANK,Indirect
920,SCIX,THE SOCIAL CO-OPERATIVE BANK LTD,380130002,HDFC0CSCBL2,NA,Yes,Yes,Yes,HDFC BANK LTD,Indirect
921,SCNX,SHRI CHHANI NAGRIK SAHKARI BANK LTD,390315002,HDFC0CSCNSB,990019,Yes,Yes,Yes,HDFC BANK LTD,Indirect
922,SCOB,SAMRUDDHI CO OP BANK LTD NAGPUR,440082326,IBKL0041SCB,990302,Yes,Yes,Yes,IDBI BANK,Indirect
923,SCOX,"THE SHIMOGA DISTRICT COOP CENTRAL BANK LTD, SHIMOGA",577843202,KSCB0005001,607970,Yes,,Yes,THE KARNATAKA STATE CO OP APEX BANK LTD,Indirect
924,SCPX,THE SANGRUR CENTRAL CO-OPERATIVE BANK LTD.,148819004,UTIB0SCCB01,607560,Yes,Yes,Yes,AXIS BANK,Indirect
925,SCSX,SREE CHARAN SOUHARDHA CO-OP BANK LTD,560446001,INDB0SCSC02,608394,Yes,Yes,Yes,INDUSIND BANK,Indirect
926,SCUX,SUDHA CO-OPERATIVE URBAN BANK LTD,508848202,HDFC0CSUCUB,607369,Yes,Yes,Yes,HDFC BANK LTD,Indirect
927,SDBX,SAMATA CO-OPERATIVE DEVELOPMENT BANK LTD,700093253,HDFC0CSAMAT,990261,Yes,Yes,Yes,HDFC BANK LTD,Indirect
928,SDCB,THE SURAT DISTRICT CO-OP BANK,395244000,SDCB0000001,607336,Yes,Yes,Yes,THE SURAT DISTRICT CO-OP BANK,Direct
929,SDCX,SINDHUDURG DISTRICT CENTRAL COOPERATIVE BANK LTD,416801560,HDFC0CSINDC,607262,Yes,Yes,Yes,HDFC BANK LTD,Indirect
930,SDHX,SOLAPUR SIDDHESHWAR SAHAKARI BANK LTD,413589000,HDFC0CSIDDH,505419,Yes,Yes,Yes,HDFC BANK LTD,Indirect
931,SDSX,THE SATARA DISTRICT CENTRAL CO-OPERATIVE BANK LTD.,415851151,IBKL0485SDC,607613,Yes,Yes,Yes,IDBI BANK,Indirect
932,SDTC,SHRI D T PATIL CO OPERATIVE BANK LTD CHIKODI,591846202,IBKL01340DT,990324,Yes,,Yes,IDBI BANK,Indirect
933,SDTX,SAMBALPUR DISTRICT COOPERATIVE CENTRAL BANK LTD,768800302,ORCB0SBP001,508777,Yes,,Yes,THE ODISHA STATE CO OP BANK LTD,Indirect
934,SDUX,SRI SUDHA COOPERATIVE BANK LTD,560226275,HDFC0CSUDHA,NA,Yes,Yes,Yes,THE KARNATAKA STATE CO OP APEX BANK LTD,Indirect
935,SEMX,THE SECUNDERABAD MERCANTILE COOP URBAN BANK LTD,500873002,IBKL0297TSM,NA,Yes,,Yes,IDBI BANK,Indirect
936,SENX,SEHORE NAGRIK SAHAKARI BANK LTD SEHORE,466868051,UTIB0SSNSBL,NA,Yes,,Yes,AXIS BANK,Indirect
937,SEUX,THE SEVALIA URBAN CO-OP BANK LTD,NA,ICIC00SEVUC,990278,Yes,Yes,Yes,ICICI BANK LTD,Indirect
938,SEWX,SHRI MAHILA SEWA SAHAKARI BANK LTD,380814001,HDFC0CSMSSB,607372,Yes,Yes,Yes,HDFC BANK LTD,Indirect
939,SGCX,SANGLI DISTRICT CENTRAL CO-OP BANK LTD,416818151,IBKL0487SDC,607670,Yes,Yes,Yes,HDFC BANK LTD,Indirect
940,SGDX,THE SUNDARGARH DISTRICT CENTRAL CO OP BANK LTD,770800002,ORCB0SUN001,NA,Yes,,Yes,THE ODISHA STATE CO OP BANK LTD,Indirect
941,SGSX,SADGURU NAGRIK SAHAKARI BANK MARYADIT,462310002,HDFC0CSNSBM,NA,Yes,Yes,Yes,IDBI BANK,Indirect
942,SGUX,SADGURU GAHININATH URBAN COOP BANK LTD AKLUJ,413917452,HDFC0CSGUCB,990191,Yes,,Yes,HDFC BANK LTD,Indirect
943,SHAX,SHANKAR NAGARI SAHAKARI BANK LTD,431811101,SVCB0023002,508715,Yes,Yes,Yes,SVC CO OP BANK LTD,Indirect
944,SHBK,SHINHAN BANK,400659002,SHBK0000001,NA,Yes,Yes,,SHINHAN BANK,Direct
945,SHBX,SHRIRAM URBAN CO-OPERATIVE BANK LTD,440365002,HDFC0CSUB01,508966,Yes,Yes,Yes,HDFC BANK LTD,Indirect
946,SHCX,THE SHIMLA URBAN COOP BANK LTD,171800002,YESB0SUCB01,990285,Yes,Yes,Yes,IDBI BANK,Indirect
947,SHEX,SHREE SAMARTH SAHAKARI BANK LTD NASHIK,422375002,HDFC0CSSBNK,NA,Yes,Yes,Yes,HDFC BANK LTD,Indirect
948,SHGX,SHRI GANESH SAHAKARI BANK LTD,411164287,SVCB0019002,508908,Yes,Yes,Yes,SVC CO OP BANK LTD,Indirect
949,SHIX,SHIVALIK MERCANTILE CO-OP BANK LTD,247721002,SMCB0000001,607119,Yes,Yes,Yes,SHIVALIK MERCANTILE CO-OP BANK LTD,Direct
950,SHKX,SHIKSHAK SAHAKARI BANK LTD,440182000,SKSB0000001,607708,Yes,Yes,Yes,SHIKSHAK SAHAKARI BANK LTD,Direct
951,SHMX,THE SANGHAMITRA CO OP URBAN BANK LTD,508817000,YESB0SCUB01,607934,Yes,Yes,Yes,YES BANK,Indirect
952,SHNX,SHRI KANYAKA NAGARI SAHAKARI BANK LTD,442808102,UTIB0SKNS01,NA,Yes,,Yes,AXIS BANK,Indirect
953,SHOX,SIHOR MERCANTILE CO-OPERATIVE BANK LTD,364803071,HDFC0CHOKSB,990051,Yes,Yes,Yes,HDFC BANK LTD,Indirect
954,SHRX,SHREE MAHESH CO-OPERATIVE BANK LTD NASHIK,422508002,YESB0SMBLHO,NA,Yes,Yes,Yes,YES BANK,Indirect
955,SHSX,SHARAD SAHAKARI BANK LTD,410805052,HDFC0CSHSBL,607285,Yes,Yes,Yes,HDFC BANK LTD,Indirect
956,SHUB,SHIGGAON URBAN COOP BANK LTD,581897501,UTIB0S01SUB,NA,Yes,,Yes,AXIS BANK,Indirect
957,SIBL,SOUTH INDIAN BANK,680059001,SIBL0002002,607167,Yes,Yes,Yes,SOUTH INDIAN BANK,Direct
958,SIBX,THE SIKAR KENDRIYA SAHAKARI BANK LTD,332816003,RSCB0031099,508723,Yes,,Yes,THE RAJASTHAN STATE CO OP BANK LTD,Indirect
959,SICX,THE SIRSA CENTRAL CO-OP BANK LTD,125815253,UTIB0SIRS01,607826,Yes,,Yes,AXIS BANK,Indirect
960,SIHX,SIHOR NAGARIK SAHAKARI BANK LTD,364804071,HDFC0CSNSBH,990036,Yes,Yes,Yes,HDFC BANK LTD,Indirect
961,SINX,SHIHORI NAGARIK SAHAKARI BANK LTD,385810501,GSCB0USHNBL,990314,Yes,,Yes,THE GUJARAT STATE CO OP BANK LTD,Indirect
962,SIRX,THE SIRCILLA COOPERATIVE URBAN BANK LTD,505850502,SVCB0025002,508770,Yes,,Yes,SVC CO OP BANK LTD,Indirect
963,SISX,SANMATI SAHAKARI BANK LTD,416831202,UTIB0SSSBL1,607748,Yes,,Yes,AXIS BANK,Indirect
964,SITX,THE SITAMARHI CENTRAL COOP BANK LTD,843825002,IBKL0719SCB,607784,Yes,,Yes,IDBI BANK,Indirect
965,SIWX,SIWAN CENTRAL COOPERATIVE BANK LTD,841826202,IBKL01076SB,607812,Yes,,Yes,IDBI BANK,Indirect
966,SJSX,SOLAPUR JANATA SAHAKARI BANK LTD.,413587002,SJSB0000001,508570,Yes,Yes,Yes,SOLAPUR JANATA SAHAKARI BANK LTD.,Direct
967,SKCX,SHRIKRISHNA COOPERATIVE BANK LTD UMRER,440827000,YESB0SCB003,990178,Yes,Yes,Yes,SVC CO OP BANK LTD,Indirect
968,SKKX,SIKKIM STATE CO OPERATIVE BANK LTD,737657002,IBKL0108SIC,607920,Yes,,Yes,IDBI BANK,Indirect
969,SKNX,THE SANKHEDA NAGARIK SAHAKARI BANK LTD,390319002,HDFC0CSNSB0,508666,Yes,Yes,Yes,KOTAK MAHINDRA BANK LTD,Indirect
970,SKUX,S S L S A KURUNDWAD URBAN BANK LTD,416833152,IBKL0116SBK,990133,Yes,Yes,Yes,IDBI BANK,Indirect
971,SLCX,SHREE LAXMI CO-OPERATIVE BANK LTD PUNE,411465002,HDFC0CSLCBL,NA,Yes,Yes,Yes,HDFC BANK LTD,Indirect
972,SMBC,SUMITOMO MITSUI BANKING CORPORATION,110040002,SMBC0000001,NA,Yes,Yes,,SUMITOMO MITSUI BANKING CORPORATION,Direct
973,SMBX,SAMPADA SAHAKARI BANK LTD PUNE,411888002,IBKL0459SBS,508639,Yes,Yes,Yes,HDFC BANK LTD,Indirect
974,SMCX,THE SANGAMNER MERCHANTS CO OP BANK LTD,422804201,HDFC0CTSMCB,607731,Yes,,Yes,HDFC BANK LTD,Indirect
975,SMNX,SHREE MAHUVA NAGRIK SAHAKARI BANK LTD,364808091,HDFC0CMNSAA,607259,Yes,Yes,Yes,HDFC BANK LTD,Indirect
976,SMSX,"SOUBHAGYA MAHILA SOUHARDHA SAHAKARI BANK, GADAG",582887002,IBKL0069SMS,NA,Yes,,Yes,IDBI BANK,Indirect
977,SMTX,SANMITRA URBAN COOP BANK LTD. AKOLA,444895002,HDFC0CSANBK,NA,Yes,,Yes,HDFC BANK LTD,Indirect
978,SMUX,SHRI MAHAVIR URBAN CO-OPERATIVE BANK LTD,413603002,HDFC0CSMUCB,607701,Yes,Yes,Yes,HDFC BANK LTD,Indirect
979,SMVC,SIR M VISVESVARAYA CO-OPERATIVE BANK LTD,560261002,INDB0VCB001,508973,Yes,Yes,Yes,INDUSIND BANK,Indirect
980,SMWX,SREE SUBRAMANYESWARA CO-OPERATIVE BANK LTD,560455002,NA,NA,Yes,Yes,Yes,INDUSIND BANK,Indirect
981,SNAX,SARASPUR NAGARIK CO OPERATIVE BANK LTD,380215001,HDFC0CSNCBL,990296,Yes,Yes,Yes,HDFC BANK LTD,Indirect
982,SNBX,THE SARVODAYA NAGRIK SAHKARI BANK LTD,383803001,GSCB0UTSNBL,990153,Yes,Yes,Yes,THE GUJARAT STATE CO OP BANK LTD,Indirect
983,SNCX,THE SONEPAT URBAN CO-OP.BANK LTD.,NA,IBKL0729SUC,607665,Yes,Yes,Yes,IDBI BANK,Indirect
984,SNDX,THE SIND COOPERATIVE URBAN BANK LTD,500872002,YESB0SIND01,990241,Yes,Yes,Yes,KOTAK MAHINDRA BANK LTD,Indirect
985,SNGX,THE SARANGPUR CO-OPERATIVE BANK LTD,380135002,HDFC0CTSCBL,990272,Yes,Yes,Yes,HDFC BANK LTD,Indirect
986,SNKX,SHRAMIK NAGRIK SAHKARI BANK LTD,452556002,NA,NA,Yes,Yes,Yes,IDBI BANK,Indirect
987,SNPX,THE SONEPAT CENTRAL CO OPERATIVE BANK LTD,110024257,UTIB0SONE01,607758,Yes,Yes,Yes,AXIS BANK,Indirect
988,SNSV,SARAKARI NAUKARARA SAHAKARI BANK NIYAMT VIJAYAPURA,586806002,UTIB0SSNSBK,990305,Yes,,Yes,AXIS BANK,Indirect
989,SNSX,SMRITI NAGRIK SAHAKARI BANK,458832001,YESB0SNSB01,607248,Yes,Yes,Yes,HDFC BANK LTD,Indirect
990,SOBX,THE SECUNDERABAD CO OP URBAN BANK LIMITED,500879002,SVCB0029002,NA,Yes,Yes,Yes,AXIS BANK,Indirect
991,SOGE,SOCIETE GENERALE,400608002,SOGE0INBB00,NA,Yes,Yes,,SOCIETE GENERALE,Direct
992,SOLX,THE SOLAPUR DISTRICT CENTRAL CO-OP. BANK LTD,413586002,YESB0SDC001,607943,Yes,Yes,Yes,YES BANK,Indirect
993,SONX,SONBHADRA NAGAR SAHKARI BANK LTD,231803102,HDFC0CSNSBL,607299,Yes,Yes,Yes,HDFC BANK LTD,Indirect
994,SPBX,SAPTAGIRI GRAMEENA BANK,520804542,IDIB0SGB001,607053,Yes,Yes,Yes,INDIAN BANK,Indirect
995,SPCB,THE SURAT PEOPLE'S CO-OP. BANK LTD.,395251001,SPCB0251TIM,607146,Yes,Yes,Yes,THE SURAT PEOPLE'S CO-OP. BANK LTD.,Direct
996,SPCX,THE SHIRPUR PEOPLES CO-OP BANK LTD,424874001,IBKL01600SP,607664,Yes,Yes,Yes,IDBI BANK,Indirect
997,SPNX,SHREE PANCHGANGA NAGARI SAHAKARI BANK LTD,416402002,IBKL0464PNS,607640,Yes,Yes,Yes,IDBI BANK,Indirect
998,SPSX,SANDUR PATTANA SOUHARDA SAHAKARI BANK NIYAMITHA,583861602,IBKL0776SPS,608012,Yes,Yes,Yes,IDBI BANK,Indirect
999,SPTX,SHRIPATRAODADA SAHAKARI BANK LTD,416396002,IBKL0116SSB,NA,Yes,Yes,Yes,IDBI BANK,Indirect
1000,SRCB,SARASWAT BANK,400088001,SRCB0NGRTGS,652150,Yes,Yes,Yes,SARASWAT BANK,Direct
1001,SRCX,SHREE BHARAT COOP BANK LTD,390801000,HDFC0CSBCBL,990267,Yes,Yes,Yes,THE GUJARAT STATE CO OP BANK LTD,Indirect
1002,SREX,SHREE COOP BANK LTD,390326002,HDFC0CSHREE,NA,Yes,Yes,Yes,IDBI BANK,Indirect
1003,SRGX,SREE NARAYANA GURU COOPERATIVE BANK LTD,NA,SVCB0020002,990206,Yes,,Yes,MUMBAI DISTRICT CENTRAL CO OP BANK LTD,Indirect
1004,SRHX,SHREE DHARATI COOP BANK LTD,360442000,IBKL01642SD,508976,Yes,Yes,Yes,YES BANK,Indirect
1005,SRSX,SHARAD NAGARI SAHAKARI BANK LTD,413607002,IBKL0478SNB,NA,Yes,Yes,Yes,IDBI BANK,Indirect
1006,SSBL,THE SATARA SHAKARI BANK LTD,400107001,TSSB0000001,607953,Yes,Yes,Yes,THE SATARA SHAKARI BANK LTD,Direct
1007,SSBX,SHIVDAULAT SAHAKARI BANK LTD.,415838501,HDFC0CSDSBL,607644,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1008,SSDX,SUCO SOUHARDA SAHAKARI BANK,580836002,HDFC0CSUCOB,607622,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1009,SSKX,SADHANA SAHAKARI BANK LTD,440207000,IBKL0041SSB,NA,Yes,Yes,Yes,IDBI BANK,Indirect
1010,SSLX,THE SOLAPUR SOCIAL URBAN CO-OP BANK LTD,413590002,HDFC0CSSUCB,NA,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1011,SSNX,SREENIDHI SOUHARDA SAHAKARI BANK NIYAMITHA,NA,INDB0SSBN01,508739,Yes,,Yes,INDUSIND BANK,Indirect
1012,SSOX,SAMARTH SAHAKARI BANK LTD. SOLAPUR,413597002,ICIC00SMRTH,508588,Yes,Yes,Yes,IDBI BANK,Indirect
1013,SSSX,SANT SOPANKAKA SAHAKARI BANK LTD.,411174437,HDFC0CSSSBL,508614,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1014,SSWX,SUNDARLAL SAWAJI URBAN CO-OP BANK LTD,431564002,UTIB0SSUCB1,NA,Yes,Yes,Yes,AXIS BANK,Indirect
1015,STCB,SBM BANK INDIA LTD,400332002,STCB0000065,607395,Yes,Yes,Yes,SBM BANK INDIA LTD,Direct
1016,STCX,STATE TRANSPORT CO-OP BANK LTD,440390002,IBKL0617STB,990258,Yes,Yes,Yes,IDBI BANK,Indirect
1017,STDX,THE SAMASTIPUR DISTRICT CENTRAL COOP BANK LTD,848259002,IBKL0065SDC,508689,Yes,,Yes,IDBI BANK,Indirect
1018,STRX,STERLING URBAN CO OPERATIVE BANK LTD,302426002,HDFC0CSTUCB,990010,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1019,SUBX,SARVA UP GRAMIN BANK,201822501,PUNB0SUPGB5,607135,Yes,Yes,Yes,PUNJAB NATIONAL BANK,Indirect
1020,SUCX,SANGLI URBAN CO-OPERATIVE BANK LTD,416819152,HDFC0CSUCBL,607649,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1021,SUDX,THE SURENDRANAGAR DISTRICT COOP BANK LTD,363802001,GSCB0SNR001,607874,Yes,,Yes,THE GUJARAT STATE CO OP BANK LTD,Indirect
1022,SULX,SULAIMANI COOP BANK LTD,390325002,ICIC00SULCB,990112,Yes,Yes,Yes,ICICI BANK LTD,Indirect
1023,SUMX,THE SURAT MERCANTILE COOP BANK LTD,395245002,YESB0SMCB05,508663,Yes,Yes,Yes,YES BANK,Indirect
1024,SUNB,SURAT NATIONAL CO-OP. BANK LTD,395246002,HDFC0CSNCBR,607335,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1025,SURX,SIDDHESHWAR URBAN COOPERATIVE BANK MARYADIT SILLOD,431899501,ICIC00SIDUC,990187,Yes,,Yes,ICICI BANK LTD,Indirect
1026,SURY,SURYODAY SMALL FINANCE BANK LIMITED,400757001,SURY0000001,608022,Yes,Yes,Yes,SURYODAY SMALL FINANCE BANK LIMITED,Direct
1027,SUSB,SADALGA URBAN SOUHARDA SAHAKARI BANK LTD,591802501,NA,817291,Yes,,Yes,AXIS BANK,Indirect
1028,SUSX,THE SIRSI URBAN SAHAKARI BANK LTD SIRSI,581804402,IBKL0069S01,990286,Yes,,Yes,IDBI BANK,Indirect
1029,SUTB,THE SUTEX CO-OP.BANK LTD.,395248001,SUTB0000001,607962,Yes,Yes,Yes,THE SUTEX CO-OP.BANK LTD.,Direct
1030,SUVX,SUVARNAYUG SAHAKARI BANK LTD.,411352002,HDFC0CSUVRN,607229,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1031,SVAX,SRI VASAVAMBA COOPERATIVE BANK LTD,573804152,IBKL0365SVC,NA,Yes,,Yes,IDBI BANK,Indirect
1032,SVCB,SVC CO-OPERATIVE BANK LTD,400089002,SVCB0000001,607258,Yes,Yes,Yes,SVC CO-OPERATIVE BANK LTD,Direct
1033,SVCX,SARVODAYA COMMERICAL CO OP BANK LTD,384851001,IBKL0443SCC,508673,Yes,Yes,Yes,IDBI BANK,Indirect
1034,SVGX,THE SIVAGANGAI DISTRICT CENTRAL COOP BANK LTD,630800002,TNSC0011900,508649,Yes,Yes,Yes,TAMILNADU STATE APEX CO OP BANK LTD,Indirect
1035,SVMC,SHRI VIJAY MAHANTESH COOP BANK LTD,587866501,UTIB0SSVMCB,NA,Yes,,Yes,AXIS BANK,Indirect
1036,SVNX,SHIVAJI NAGARI SAHAKARI BANK LTD,431816002,ICIC00SHNSB,607980,Yes,Yes,Yes,HDFC BANK LTD,Indirect
1037,SVOX,THE SARVODAYA SAHAKARI BANK LTD,395249002,YESB0SSBL01,990024,Yes,Yes,Yes,YES BANK,Indirect
1038,SVRX,SHREE VARDHAMAN SAHAKARI BANK LTD.,390160000,YESB0SVSB01,990106,Yes,Yes,Yes,YES BANK,Indirect
1039,SVSX,SHRI VINAYAK SAHAKARI BANK LTD,380805001,PMEC0USVSBL,NA,Yes,Yes,Yes,RAJKOT NAGARIK SAHAKARI BANK LTD,Indirect
